track_id,album_id,side,position,track_name,duration,audio_preview_url
70,05,A,2,An Eagle in Your Mind,06:23,https://boardsofcanada.bandcamp.com/track/an-eagle-in-your-mind
71,05,A,3,The Color of the Fire,01:45,https://boardsofcanada.bandcamp.com/track/the-color-of-the-fire
72,05,A,4,Telephasic Workshop,06:36,https://boardsofcanada.bandcamp.com/track/telephasic-workshop
73,05,B,1,Triangles & Rhombuses,01:50,https://boardsofcanada.bandcamp.com/track/triangles-rhombuses
74,05,B,2,Sixtyten,05:48,https://boardsofcanada.bandcamp.com/track/sixtyten
75,05,B,3,Turquoise Hexagon Sun,05:08,https://boardsofcanada.bandcamp.com/track/turquoise-hexagon-sun
76,05,B,4,Kaini Industries,00:59,https://boardsofcanada.bandcamp.com/track/kaini-industries
77,05,B,5,Bocuma,01:36,https://boardsofcanada.bandcamp.com/track/bocuma
78,05,C,1,Roygbiv,02:31,https://boardsofcanada.bandcamp.com/track/roygbiv
79,05,C,2,Rue the Whirl,06:40,https://boardsofcanada.bandcamp.com/track/rue-the-whirl
80,05,C,3,Aquarius,05:58,https://boardsofcanada.bandcamp.com/track/aquarius
81,05,D,1,Olson,01:32,https://boardsofcanada.bandcamp.com/track/olson
82,05,D,2,Pete Standing Alone,06:08,https://boardsofcanada.bandcamp.com/track/pete-standing-alone
83,05,D,3,Smokes Quantity,03:07,https://boardsofcanada.bandcamp.com/track/smokes-quantity
84,05,D,4,Open the Light,04:25,https://boardsofcanada.bandcamp.com/track/open-the-light
85,05,D,5,One Very Important Thought,01:14,https://boardsofcanada.bandcamp.com/track/one-very-important-thought
86,06,A,1,Ready Lets Go,00:59,https://boardsofcanada.bandcamp.com/track/ready-lets-go
87,06,A,2,Music Is Math,05:21,https://boardsofcanada.bandcamp.com/track/music-is-math
88,06,A,3,Beware the Friendly Stranger,00:37,https://boardsofcanada.bandcamp.com/track/beware-the-friendly-stranger
89,06,A,4,Gyroscope,03:34,https://boardsofcanada.bandcamp.com/track/gyroscope
90,06,A,5,Dandelion,01:15,https://boardsofcanada.bandcamp.com/track/dandelion
91,06,A,6,Sunshine Recorder,06:12,https://boardsofcanada.bandcamp.com/track/sunshine-recorder
92,06,B,1,In the Annexe,01:22,https://boardsofcanada.bandcamp.com/track/in-the-annexe
93,06,B,2,Julie and Candy,05:30,https://boardsofcanada.bandcamp.com/track/julie-and-candy
94,06,B,3,The Smallest Weird Number,01:17,https://boardsofcanada.bandcamp.com/track/the-smallest-weird-number
95,06,B,4,1969,04:20,https://boardsofcanada.bandcamp.com/track/1969
96,06,B,5,Energy Warning,00:35,https://boardsofcanada.bandcamp.com/track/energy-warning
97,06,B,6,The Beach at Redpoint,04:18,https://boardsofcanada.bandcamp.com/track/the-beach-at-redpoint
98,06,C,1,Opening the Mouth,01:11,https://boardsofcanada.bandcamp.com/track/opening-the-mouth
99,06,C,2,Alpha and Omega,07:02,https://boardsofcanada.bandcamp.com/track/alpha-and-omega
100,06,C,3,I Saw Drones,00:27,https://boardsofcanada.bandcamp.com/track/i-saw-drones
101,06,C,4,The Devil Is in the Details,03:53,https://boardsofcanada.bandcamp.com/track/the-devil-is-in-the-details
102,06,C,5,A Is to B as B Is to C,01:40,https://boardsofcanada.bandcamp.com/track/a-is-to-b-as-b-is-to-c
103,06,C,6,Over the Horizon Radar,01:08,https://boardsofcanada.bandcamp.com/track/over-the-horizon-radar
104,06,D,1,Dawn Chorus,03:55,https://boardsofcanada.bandcamp.com/track/dawn-chorus
105,06,D,2,Diving Station,01:26,https://boardsofcanada.bandcamp.com/track/diving-station
106,06,D,3,You Could Feel the Sky,05:14,https://boardsofcanada.bandcamp.com/track/you-could-feel-the-sky
107,06,D,4,Corsair,02:52,https://boardsofcanada.bandcamp.com/track/corsair
108,06,D,5,Magic Window,01:46,https://boardsofcanada.bandcamp.com/track/magic-window
109,07,A,1,Kalpol Introl,03:18,https://autechre.bandcamp.com/track/kalpol-introl
110,07,A,2,Bike,07:57,https://autechre.bandcamp.com/track/bike
111,07,A,3,Autriche,06:56,https://autechre.bandcamp.com/track/autriche
112,07,A,4,Bronchus 2,03:33,https://autechre.bandcamp.com/track/bronchus-2
113,07,B,1,Basscadet,05:23,https://autechre.bandcamp.com/track/basscadet
114,07,B,2,Eggshell,09:01,https://autechre.bandcamp.com/track/eggshell
115,07,B,3,Doctrine,07:48,https://autechre.bandcamp.com/track/doctrine
116,07,C,1,Maetl,06:32,https://autechre.bandcamp.com/track/maetl
117,07,C,2,Windwind,11:15,https://autechre.bandcamp.com/track/windwind
118,07,D,1,Lowride,07:15,https://autechre.bandcamp.com/track/lowride
119,07,D,2,444,08:55,https://autechre.bandcamp.com/track/444
120,08,A,1,Foil,06:04,https://autechre.bandcamp.com/track/foil
121,08,A,2,Montreal,07:15,https://autechre.bandcamp.com/track/montreal
122,08,A,3,Silverside,05:31,https://autechre.bandcamp.com/track/silverside
123,08,B,1,Slip,06:21,https://autechre.bandcamp.com/track/slip
124,08,B,2,Glitch,06:15,https://autechre.bandcamp.com/track/glitch
125,08,B,3,Piezo,08:00,https://autechre.bandcamp.com/track/piezo
126,08,C,1,Nine,03:40,https://autechre.bandcamp.com/track/nine
127,08,C,2,Further,10:07,https://autechre.bandcamp.com/track/further
128,08,C,3,Yulquen,06:37,https://autechre.bandcamp.com/track/yulquen
129,08,D,1,Nil,07:48,https://autechre.bandcamp.com/track/nil
130,08,D,2,Teartear,06:45,https://autechre.bandcamp.com/track/teartear
131,09,A,1,Dael,06:39,https://autechre.bandcamp.com/track/dael
132,09,A,2,Clipper,08:34,https://autechre.bandcamp.com/track/clipper
133,09,A,3,Leterel,07:08,https://autechre.bandcamp.com/track/leterel
134,09,B,1,Rotar,08:04,https://autechre.bandcamp.com/track/rotar
135,09,B,2,Stud,09:40,https://autechre.bandcamp.com/track/stud
136,09,C,1,Eutow,04:15,https://autechre.bandcamp.com/track/eutow
137,09,C,2,C/Pach,04:39,https://autechre.bandcamp.com/track/c-pach
138,09,C,3,Gnit,05:49,https://autechre.bandcamp.com/track/gnit
139,09,D,1,Overand,07:33,https://autechre.bandcamp.com/track/overand
140,09,D,2,Rsdio,10:08,https://autechre.bandcamp.com/track/rsdio
141,10,A,1,Best Foot Forward,00:48,https://music.youtube.com/search?q=DJ%20Shadow%20Best%20Foot%20Forward
142,10,A,2,Building Steam With a Grain of Salt,06:41,https://music.youtube.com/search?q=DJ%20Shadow%20Building%20Steam%20With%20a%20Grain%20of%20Salt
143,10,A,3,The Number Song,04:38,https://music.youtube.com/search?q=DJ%20Shadow%20The%20Number%20Song
144,10,A,4,Changeling,07:51,https://music.youtube.com/search?q=DJ%20Shadow%20Changeling
145,10,B,1,What Does Your Soul Look Like (Part 4),05:08,https://music.youtube.com/search?q=DJ%20Shadow%20What%20Does%20Your%20Soul%20Look%20Like%20%28Part%204%29
146,10,B,2,Stem / Long Stem,09:21,https://music.youtube.com/search?q=DJ%20Shadow%20Stem%20/%20Long%20Stem
147,10,C,1,Mutual Slump,04:03,https://music.youtube.com/search?q=DJ%20Shadow%20Mutual%20Slump
148,10,C,2,Organ Donor,01:57,https://music.youtube.com/search?q=DJ%20Shadow%20Organ%20Donor
149,10,C,3,Why Hip Hop Sucks in '96,00:43,https://music.youtube.com/search?q=DJ%20Shadow%20Why%20Hip%20Hop%20Sucks%20in%20%2796
150,10,C,4,Midnight in a Perfect World,04:58,https://music.youtube.com/search?q=DJ%20Shadow%20Midnight%20in%20a%20Perfect%20World
151,10,D,1,Napalm Brain / Scatter Brain,09:23,https://music.youtube.com/search?q=DJ%20Shadow%20Napalm%20Brain%20/%20Scatter%20Brain
152,10,D,2,What Does Your Soul Look Like (Part 1 - Blue Sky Revisit),06:17,https://music.youtube.com/search?q=DJ%20Shadow%20What%20Does%20Your%20Soul%20Look%20Like%20%28Part%201%20-%20Blue%20Sky%20Revisit%29
153,11,A,1,Back to Front (Circular Logic),01:48,https://music.youtube.com/search?q=DJ%20Shadow%20Back%20to%20Front%20%28Circular%20Logic%29
154,11,A,2,Border Crossing,03:36,https://music.youtube.com/search?q=DJ%20Shadow%20Border%20Crossing
155,11,A,3,Stay the Course,03:36,https://music.youtube.com/search?q=DJ%20Shadow%20Stay%20the%20Course
156,11,A,4,I've Been Trying,03:12,https://music.youtube.com/search?q=DJ%20Shadow%20I%27ve%20Been%20Trying
157,11,B,1,Sad and Lonely,03:04,https://music.youtube.com/search?q=DJ%20Shadow%20Sad%20and%20Lonely
158,11,B,2,Warning Call,03:36,https://music.youtube.com/search?q=DJ%20Shadow%20Warning%20Call
159,11,B,3,Tedium,02:27,https://music.youtube.com/search?q=DJ%20Shadow%20Tedium
160,11,B,4,Enemy Lines,05:23,https://music.youtube.com/search?q=DJ%20Shadow%20Enemy%20Lines
161,11,C,1,Going Nowhere,02:47,https://music.youtube.com/search?q=DJ%20Shadow%20Going%20Nowhere
162,11,C,2,Redeemed,04:26,https://music.youtube.com/search?q=DJ%20Shadow%20Redeemed
163,11,C,3,Run for Your Life,03:25,https://music.youtube.com/search?q=DJ%20Shadow%20Run%20for%20Your%20Life
164,11,C,4,Give Me Back the Nights,03:54,https://music.youtube.com/search?q=DJ%20Shadow%20Give%20Me%20Back%20the%20Nights
165,11,D,1,I Gotta Rokk,06:29,https://music.youtube.com/search?q=DJ%20Shadow%20I%20Gotta%20Rokk
166,11,D,2,Scale It Back,05:10,https://music.youtube.com/search?q=DJ%20Shadow%20Scale%20It%20Back
167,11,D,3,Circular Logic (Front to Back),01:24,https://music.youtube.com/search?q=DJ%20Shadow%20Circular%20Logic%20%28Front%20to%20Back%29
168,11,D,4,(Not So) Sad and Lonely,04:28,https://music.youtube.com/search?q=DJ%20Shadow%20%28Not%20So%29%20Sad%20and%20Lonely
169,12,A,1,(Letter From Home),01:09,https://music.youtube.com/search?q=DJ%20Shadow%20%28Letter%20From%20Home%29
170,12,A,2,Fixed Income,04:49,https://music.youtube.com/search?q=DJ%20Shadow%20Fixed%20Income
171,12,A,3,Un Autre Introduction,00:44,https://music.youtube.com/search?q=DJ%20Shadow%20Un%20Autre%20Introduction
172,12,A,4,Walkie Talkie,02:27,https://music.youtube.com/search?q=DJ%20Shadow%20Walkie%20Talkie
173,12,A,5,Giving Up the Ghost,06:30,https://music.youtube.com/search?q=DJ%20Shadow%20Giving%20Up%20the%20Ghost
174,12,B,1,Six Days,05:02,https://music.youtube.com/search?q=DJ%20Shadow%20Six%20Days
175,12,B,2,Mongrel...Meets His Maker,03:02,https://music.youtube.com/search?q=DJ%20Shadow%20Mongrel...Meets%20His%20Maker
176,12,B,3,The Right Thing / GDMFSOB,04:20,https://music.youtube.com/search?q=DJ%20Shadow%20The%20Right%20Thing%20/%20GDMFSOB
177,12,C,1,Monosylabik,06:46,https://music.youtube.com/search?q=DJ%20Shadow%20Monosylabik
178,12,C,2,Mashin' on the Motorway,02:58,https://music.youtube.com/search?q=DJ%20Shadow%20Mashin%27%20on%20the%20Motorway
179,12,D,1,Blood on the Motorway,09:12,https://music.youtube.com/search?q=DJ%20Shadow%20Blood%20on%20the%20Motorway
180,12,D,2,You Can't Go Home Again,07:03,https://music.youtube.com/search?q=DJ%20Shadow%20You%20Can%27t%20Go%20Home%20Again
181,12,D,3,(Letter From Home),00:57,https://music.youtube.com/search?q=DJ%20Shadow%20%28Letter%20From%20Home%29
182,13,A,1,Give Life Back to Music,04:34,https://music.youtube.com/search?q=Daft%20Punk%20Give%20Life%20Back%20to%20Music
183,13,A,2,The Game of Love,05:22,https://music.youtube.com/search?q=Daft%20Punk%20The%20Game%20of%20Love
184,13,A,3,Giorgio by Moroder,09:04,https://music.youtube.com/search?q=Daft%20Punk%20Giorgio%20by%20Moroder
185,13,B,1,Within,03:48,https://music.youtube.com/search?q=Daft%20Punk%20Within
186,13,B,2,Instant Crush,05:37,https://music.youtube.com/search?q=Daft%20Punk%20Instant%20Crush
187,13,B,3,Lose Yourself to Dance,05:53,https://music.youtube.com/search?q=Daft%20Punk%20Lose%20Yourself%20to%20Dance
188,13,C,1,Touch,08:19,https://music.youtube.com/search?q=Daft%20Punk%20Touch
189,13,C,2,Get Lucky,06:09,https://music.youtube.com/search?q=Daft%20Punk%20Get%20Lucky
190,13,C,3,Beyond,04:50,https://music.youtube.com/search?q=Daft%20Punk%20Beyond
191,13,D,1,Motherboard,05:41,https://music.youtube.com/search?q=Daft%20Punk%20Motherboard
192,13,D,2,Fragments of Time,04:39,https://music.youtube.com/search?q=Daft%20Punk%20Fragments%20of%20Time
193,13,D,3,Doin' It Right,04:11,https://music.youtube.com/search?q=Daft%20Punk%20Doin%27%20It%20Right
194,13,D,4,Contact,06:23,https://music.youtube.com/search?q=Daft%20Punk%20Contact
195,14,A,1,Angel,06:18,https://music.youtube.com/search?q=Massive%20Attack%20Angel
196,14,A,2,Risingson,04:58,https://music.youtube.com/search?q=Massive%20Attack%20Risingson
197,14,A,3,Teardrop,05:29,https://music.youtube.com/search?q=Massive%20Attack%20Teardrop
198,14,B,1,Inertia Creeps,05:56,https://music.youtube.com/search?q=Massive%20Attack%20Inertia%20Creeps
199,14,B,2,Exchange,04:11,https://music.youtube.com/search?q=Massive%20Attack%20Exchange
200,14,B,3,Dissolved Girl,06:07,https://music.youtube.com/search?q=Massive%20Attack%20Dissolved%20Girl
201,14,C,1,Man Next Door,05:55,https://music.youtube.com/search?q=Massive%20Attack%20Man%20Next%20Door
202,14,C,2,Black Milk,06:20,https://music.youtube.com/search?q=Massive%20Attack%20Black%20Milk
203,14,C,3,Mezzanine,05:54,https://music.youtube.com/search?q=Massive%20Attack%20Mezzanine
204,14,D,1,Group Four,08:13,https://music.youtube.com/search?q=Massive%20Attack%20Group%20Four
205,14,D,2,(Exchange),04:08,https://music.youtube.com/search?q=Massive%20Attack%20Exchange
206,15,A,1,Block Rockin' Beats,05:14,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Block%20Rockin%27%20Beats
207,15,A,2,Dig Your Own Hole,05:27,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Dig%20Your%20Own%20Hole
208,15,A,3,Elektrobank,08:18,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Elektrobank
209,15,B,1,Piku,04:54,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Piku
210,15,B,2,Setting Sun,05:29,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Setting%20Sun
211,15,B,3,It Doesn't Matter,06:14,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20It%20Doesn%27t%20Matter
212,15,C,1,Don't Stop the Rock,04:50,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Don%27t%20Stop%20the%20Rock
213,15,C,2,Get Up on It Like This,02:47,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Get%20Up%20on%20It%20Like%20This
214,15,C,3,Lost in the K-Hole,03:52,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Lost%20in%20the%20K-Hole
215,15,D,1,Where Do I Begin,06:56,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20Where%20Do%20I%20Begin
216,15,D,2,The Private Psychedelic Reel,09:22,https://music.youtube.com/search?q=The%20Chemical%20Brothers%20The%20Private%20Psychedelic%20Reel
217,16,A,1,Mysterons,05:02,https://music.youtube.com/search?q=Portishead%20Mysterons
218,16,A,2,Sour Times,04:14,https://music.youtube.com/search?q=Portishead%20Sour%20Times
219,16,A,3,Strangers,03:55,https://music.youtube.com/search?q=Portishead%20Strangers
220,16,B,1,It Could Be Sweet,04:16,https://music.youtube.com/search?q=Portishead%20It%20Could%20Be%20Sweet
221,16,B,2,Wandering Star,04:51,https://music.youtube.com/search?q=Portishead%20Wandering%20Star
222,16,B,3,It's a Fire,03:48,https://music.youtube.com/search?q=Portishead%20It%27s%20a%20Fire
223,16,C,1,Numb,03:54,https://music.youtube.com/search?q=Portishead%20Numb
224,16,C,2,Roads,05:02,https://music.youtube.com/search?q=Portishead%20Roads
225,16,C,3,Pedestal,03:39,https://music.youtube.com/search?q=Portishead%20Pedestal
226,16,D,1,Biscuit,05:01,https://music.youtube.com/search?q=Portishead%20Biscuit
227,16,D,2,Glory Box,05:06,https://music.youtube.com/search?q=Portishead%20Glory%20Box
228,17,A,1,Honey,03:28,https://music.youtube.com/search?q=Moby%20Honey
229,17,A,2,Find My Baby,04:00,https://music.youtube.com/search?q=Moby%20Find%20My%20Baby
230,17,A,3,Porcelain,04:01,https://music.youtube.com/search?q=Moby%20Porcelain
231,17,A,4,Why Does My Heart Feel So Bad?,04:24,https://music.youtube.com/search?q=Moby%20Why%20Does%20My%20Heart%20Feel%20So%20Bad
232,17,B,1,South Side,03:50,https://music.youtube.com/search?q=Moby%20South%20Side
233,17,B,2,Rushing,03:01,https://music.youtube.com/search?q=Moby%20Rushing
234,17,B,3,Bodyrock,03:36,https://music.youtube.com/search?q=Moby%20Bodyrock
235,17,B,4,Natural Blues,04:14,https://music.youtube.com/search?q=Moby%20Natural%20Blues
236,17,C,1,Machete,03:38,https://music.youtube.com/search?q=Moby%20Machete
237,17,C,2,7,01:02,https://music.youtube.com/search?q=Moby%207
238,17,C,3,Run On,03:45,https://music.youtube.com/search?q=Moby%20Run%20On
239,17,C,4,Down Slow,01:35,https://music.youtube.com/search?q=Moby%20Down%20Slow
240,17,C,5,If Things Were Perfect,04:18,https://music.youtube.com/search?q=Moby%20If%20Things%20Were%20Perfect
241,17,C,6,Everloving,03:26,https://music.youtube.com/search?q=Moby%20Everloving
242,17,D,1,Inside,04:49,https://music.youtube.com/search?q=Moby%20Inside
243,17,D,2,Guitar Flute & String,02:09,https://music.youtube.com/search?q=Moby%20Guitar%20Flute%20%26%20String
244,17,D,3,The Sky Is Broken,04:20,https://music.youtube.com/search?q=Moby%20The%20Sky%20Is%20Broken
245,17,D,4,My Weakness,03:42,https://music.youtube.com/search?q=Moby%20My%20Weakness
246,18,A,1,Smack My Bitch Up,05:42,https://music.youtube.com/search?q=The%20Prodigy%20Smack%20My%20Bitch%20Up
247,18,A,2,Breathe,05:35,https://music.youtube.com/search?q=The%20Prodigy%20Breathe
248,18,B,1,Diesel Power,04:17,https://music.youtube.com/search?q=The%20Prodigy%20Diesel%20Power
249,18,B,2,Funky Shit,05:16,https://music.youtube.com/search?q=The%20Prodigy%20Funky%20Shit
250,18,B,3,Serial Thrilla,05:11,https://music.youtube.com/search?q=The%20Prodigy%20Serial%20Thrilla
251,18,C,1,Mindfields,05:40,https://music.youtube.com/search?q=The%20Prodigy%20Mindfields
252,18,C,2,Narayan,09:05,https://music.youtube.com/search?q=The%20Prodigy%20Narayan
253,18,D,1,Firestarter,04:41,https://music.youtube.com/search?q=The%20Prodigy%20Firestarter
254,18,D,2,Climbatize,06:38,https://music.youtube.com/search?q=The%20Prodigy%20Climbatize
255,18,D,3,Fuel My Fire,04:19,https://music.youtube.com/search?q=The%20Prodigy%20Fuel%20My%20Fire
256,19,A,1,La Femme d'argent,07:08,https://music.youtube.com/search?q=Air%20La%20Femme%20d%27argent
257,19,A,2,Sexy Boy,04:57,https://music.youtube.com/search?q=Air%20Sexy%20Boy
258,19,B,1,All I Need,04:28,https://music.youtube.com/search?q=Air%20All%20I%20Need
259,19,B,2,Kelly Watch the Stars,03:44,https://music.youtube.com/search?q=Air%20Kelly%20Watch%20the%20Stars
260,19,B,3,Talisman,04:16,https://music.youtube.com/search?q=Air%20Talisman
261,19,C,1,Remember,02:34,https://music.youtube.com/search?q=Air%20Remember
262,19,C,2,You Make It Easy,04:00,https://music.youtube.com/search?q=Air%20You%20Make%20It%20Easy
263,19,C,3,Ce matin là,03:38,https://music.youtube.com/search?q=Air%20Ce%20matin%20l%C3%A0
264,19,D,1,New Star in the Sky (Chanson pour Solal),05:38,https://music.youtube.com/search?q=Air%20New%20Star%20in%20the%20Sky
265,19,D,2,Le Voyage de Pénélope,03:10,https://music.youtube.com/search?q=Air%20Le%20Voyage%20de%20P%C3%A9n%C3%A9lope
266,20,A,1,Untitled,00:46,https://music.youtube.com/search?q=Burial%20Untitled
267,20,A,2,Archangel,03:58,https://music.youtube.com/search?q=Burial%20Archangel
268,20,A,3,Near Dark,03:54,https://music.youtube.com/search?q=Burial%20Near%20Dark
269,20,A,4,Ghost Hardware,04:53,https://music.youtube.com/search?q=Burial%20Ghost%20Hardware
270,20,B,1,Endorphin,02:57,https://music.youtube.com/search?q=Burial%20Endorphin
271,20,B,2,Etched Headplate,05:59,https://music.youtube.com/search?q=Burial%20Etched%20Headplate
272,20,B,3,In McDonalds,02:07,https://music.youtube.com/search?q=Burial%20In%20McDonalds
273,20,C,1,Untrue,06:16,https://music.youtube.com/search?q=Burial%20Untrue
274,20,C,2,Shell of Light,04:40,https://music.youtube.com/search?q=Burial%20Shell%20of%20Light
275,20,C,3,Dog Shelter,02:59,https://music.youtube.com/search?q=Burial%20Dog%20Shelter
276,20,D,1,Homeless,05:20,https://music.youtube.com/search?q=Burial%20Homeless
277,20,D,2,UK,01:40,https://music.youtube.com/search?q=Burial%20UK
278,20,D,3,Raver,04:59,https://music.youtube.com/search?q=Burial%20Raver
279,21,A,1,Prelude,01:18,https://music.youtube.com/search?q=Bonobo%20Prelude
280,21,A,2,Kiara,03:50,https://music.youtube.com/search?q=Bonobo%20Kiara
