artist_id,artist_name,artist_origin_country,artist_image_url,artist_biography
012,Burial,United Kingdom,https://upload.wikimedia.org/wikipedia/en/6/64/Burial_Untrue.jpg,"Burial is the stage name of a British electronic producer known for atmospheric, fragmented UK garage, dubstep and haunting urban soundscapes."
013,Bonobo,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/6/6f/Bonobo_%28musician%29.jpg,"Bonobo is the stage name of British musician and producer Simon Green, known for downtempo electronic music, organic instrumentation and richly layered arrangements."
014,Four Tet,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/86/Four_Tet_%282023%29.jpg,"Four Tet is the stage name of British producer Kieran Hebden, whose work blends electronic music with folk, jazz, house and experimental influences."
015,Caribou,Canada,https://upload.wikimedia.org/wikipedia/commons/8/82/Caribou_%28musician%29.jpg,"Caribou is the project of Canadian musician Dan Snaith, known for melodic electronic music that combines psychedelia, dance rhythms and detailed production."
016,Jamie xx,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/2/27/Jamie_xx_2015.jpg,"Jamie xx is a British producer, DJ and member of The xx, known for minimalist electronic music, house influences and inventive sampling."
017,Flying Lotus,United States,https://upload.wikimedia.org/wikipedia/commons/0/04/Flying_Lotus_2012.jpg,"Flying Lotus is an American producer and musician known for experimental electronic music that blends hip-hop, jazz, psychedelia and futuristic beatmaking."
018,Kraftwerk,Germany,https://upload.wikimedia.org/wikipedia/commons/4/40/Kraftwerk_live_in_Stockholm.jpg,"Kraftwerk are a pioneering German electronic group whose minimalist rhythms, synthesizers and machine-inspired aesthetic had a major influence on electronic, pop and hip-hop music."
019,New Order,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/6/68/New_Order_%28band%29.jpg,"New Order are a British band formed after Joy Division, known for combining post-punk songwriting with synthesizers, sequencers and dance-music rhythms."
020,Depeche Mode,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/2/24/Depeche_Mode_Live_in_Berlin_2013.jpg,"Depeche Mode are a British electronic band known for dark synth-pop, memorable melodies and an influential blend of electronic production and alternative rock."
021,Pet Shop Boys,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/4/4d/Pet_Shop_Boys_2013.jpg,"Pet Shop Boys are a British synth-pop duo known for sophisticated electronic pop, witty lyrics and a long-running influence on dance and pop music."
022,Goldfrapp,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/7/70/Goldfrapp_-_Wireless_Festival.jpg,"Goldfrapp are a British electronic duo known for shifting between cinematic electronic music, glam-influenced synth-pop and atmospheric art pop."
023,The Smashing Pumpkins,United States,https://upload.wikimedia.org/wikipedia/commons/1/18/Smashing_Pumpkins_den_Atelier%2C_Luxembourg_%2820215756285%29.jpg,"The Smashing Pumpkins are an American alternative rock band known for layered guitars, dynamic songwriting and a distinctive mix of grunge, psychedelia and dream pop."
024,Underworld,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/5/54/Underworld_live.jpg,"Underworld are a British electronic group known for progressive dance music, hypnotic rhythms and long-form tracks that became influential in techno and club culture."
025,Orbital,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/8e/Orbital_live.jpg,"Orbital are a British electronic duo known for melodic techno, intricate live performances and a major role in the development of 1990s electronic dance music."
026,Justice,France,https://upload.wikimedia.org/wikipedia/commons/0/08/Justice_%28band%29.jpg,"Justice are a French electronic duo known for distorted synths, rock-influenced production and a powerful electro-house sound."
027,Moderat,Germany,https://upload.wikimedia.org/wikipedia/commons/3/32/Moderat.jpg,"Moderat are a German electronic group formed by Modeselektor and Apparat, blending emotive vocals, detailed sound design and club-oriented rhythms."
028,Apparat,Germany,https://upload.wikimedia.org/wikipedia/commons/3/39/Apparat_%282013%29.jpg,"Apparat is the stage name of German musician Sascha Ring, known for atmospheric electronic music, detailed sound design and emotionally rich compositions."
029,Röyksopp,Norway,https://upload.wikimedia.org/wikipedia/commons/7/74/Royksopp.jpg,"Röyksopp are a Norwegian electronic duo known for melodic synth-pop, downtempo production and polished dance music."
030,The Knife,Sweden,https://upload.wikimedia.org/wikipedia/commons/7/74/The_Knife.jpg,"The Knife were a Swedish electronic duo known for experimental synth-pop, distinctive vocals and unconventional approaches to rhythm, performance and identity."
031,Hot Chip,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hot_Chip_2012.jpg,"Hot Chip are a British electronic band known for combining synth-pop, indie music and dance-floor rhythms with warm, playful songwriting."
032,Disclosure,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/9/90/Disclosure_2013.jpg,Disclosure are a British electronic duo known for house and UK garage-inspired production that helped bring a new wave of dance music into mainstream pop.
033,Fleetwood Mac,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/f/fe/Fleetwood_Mac_Billboard_1977.jpg,"Fleetwood Mac are a British-American rock band known for melodic songwriting, vocal harmonies and a long career spanning blues rock, soft rock and pop."
034,Nirvana,United States,https://upload.wikimedia.org/wikipedia/commons/1/19/Nirvana_around_1992.jpg,Nirvana were an American rock band whose raw songwriting and breakthrough success helped bring grunge and alternative rock into the global mainstream.
035,Pink Floyd,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/d/d6/Pink_Floyd%2C_1971.jpg,"Pink Floyd were a British rock band known for progressive and psychedelic music, ambitious concept albums, studio experimentation and elaborate live presentation."
036,Queen,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/e/ec/Queen_A_Night_At_The_Opera_%281975_Elektra_publicity_photo_02%29.jpg,"Queen were a British rock band known for theatrical performances, powerful vocals and an eclectic catalogue combining rock, pop, opera and other styles."
037,Amy Winehouse,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/2/24/Amy_Winehouse_f4962007_crop.jpg,"Amy Winehouse was a British singer-songwriter known for her distinctive voice and a modern blend of soul, jazz and R&B."
038,Stevie Wonder,United States,https://upload.wikimedia.org/wikipedia/commons/5/5f/Stevie_Wonder_1973.JPG,"Stevie Wonder is an American singer, songwriter and multi-instrumentalist whose innovative work in soul, funk, R&B and pop has influenced generations of musicians."
039,Marvin Gaye,United States,https://upload.wikimedia.org/wikipedia/commons/8/87/Marvin_Gaye_%281973_publicity_photo%29.jpg,"Marvin Gaye was an American soul singer and songwriter known for expressive vocals, socially conscious themes and landmark recordings for Motown."
040,Miles Davis,United States,https://upload.wikimedia.org/wikipedia/commons/f/fa/Miles_Davis_by_Palumbo.jpg,"Miles Davis was an American trumpeter and bandleader whose constant musical evolution helped shape bebop, cool jazz, modal jazz and jazz fusion."
041,John Coltrane,United States,https://upload.wikimedia.org/wikipedia/commons/6/66/John_Coltrane_1963.jpg,John Coltrane was an American saxophonist and composer whose innovative improvisation and spiritual approach made him one of the most influential figures in jazz.
042,Bob Marley & The Wailers,Jamaica,https://upload.wikimedia.org/wikipedia/commons/5/5e/Bob-Marley.jpg,Bob Marley & The Wailers were a Jamaican reggae group whose music helped bring reggae and Rastafarian themes to an international audience.
043,Red Hot Chili Peppers,United States,https://upload.wikimedia.org/wikipedia/commons/1/19/Red_Hot_Chili_Peppers_-_Rock_am_Ring_2016.jpg,"Red Hot Chili Peppers are an American rock band known for combining funk, alternative rock and punk with energetic performances and melodic songwriting."
044,Metallica,United States,https://upload.wikimedia.org/wikipedia/commons/5/55/Metallica_London_2008-09-15_Kirk_and_James.jpg,"Metallica are an American heavy metal band known for fast, powerful riffing, ambitious songwriting and a major role in the development of thrash metal."
045,Arctic Monkeys,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/0/04/Arctic_Monkeys_-_Orange_Stage_-_Roskilde_Festival_2014.jpg,"Arctic Monkeys are a British rock band known for sharp lyricism, evolving guitar-driven styles and a progression from indie rock to broader alternative influences."
046,Adele,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/7/7c/Adele_2016.jpg,"Adele is a British singer-songwriter known for powerful vocals, emotionally direct songwriting and globally successful soul-influenced pop ballads."
047,Michael Jackson,United States,https://upload.wikimedia.org/wikipedia/commons/3/31/Michael_Jackson_in_1988.jpg,"Michael Jackson was an American singer, songwriter and performer whose innovative pop, R&B and dance recordings made him one of the most influential entertainers in modern music."
048,The Beatles,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/d/df/The_Fabs.JPG,"The Beatles were a British rock band whose songwriting, studio experimentation and cultural impact transformed popular music in the 1960s and beyond."
049,David Bowie,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/e/e6/David_Bowie_Chicago_2002-08-08_photoby_Adam-Bielawski-cropped.jpg,"David Bowie was a British singer, songwriter and performer known for constant reinvention, influential personas and music spanning rock, pop, soul and electronic experimentation."
050,Led Zeppelin,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/9/9f/Led_Zeppelin_-_promotional_image_%281971%29.jpg,"Led Zeppelin were a British rock band known for powerful guitar-driven music that blended blues, folk and hard rock and strongly influenced heavy rock."
051,The Clash,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/6/66/Clash_21051980_12_800.jpg,"The Clash were a British punk band known for politically charged songwriting and a broad musical palette that incorporated reggae, ska, rockabilly and funk."
052,The Strokes,United States,https://upload.wikimedia.org/wikipedia/commons/6/65/The_Strokes_by_Roger_Woolman.jpg,The Strokes are an American rock band whose concise guitar-driven songs and distinctive style played a major role in the early-2000s garage rock revival.
053,Johnny Cash,United States,https://upload.wikimedia.org/wikipedia/commons/f/f2/JohnnyCash1969.jpg,"Johnny Cash was an American singer-songwriter known for his deep voice, narrative songwriting and influential work across country, folk, gospel and rock."
054,Carole King,United States,https://upload.wikimedia.org/wikipedia/commons/2/26/Carole_King_1971.jpg,Carole King is an American singer-songwriter whose intimate songwriting and piano-led style helped define the singer-songwriter era of the 1970s.
055,Joni Mitchell,Canada,https://upload.wikimedia.org/wikipedia/commons/5/5e/Joni_Mitchell_1983.jpg,"Joni Mitchell is a Canadian singer-songwriter known for poetic lyrics, inventive guitar tunings and an evolving style spanning folk, rock and jazz."
056,Aretha Franklin,United States,https://upload.wikimedia.org/wikipedia/commons/c/c6/Aretha_Franklin_1968.jpg,"Aretha Franklin was an American singer and pianist celebrated as one of the defining voices of soul music, known for powerful performances and gospel-rooted expression."
057,Prince,United States,https://upload.wikimedia.org/wikipedia/commons/a/a9/Prince_at_Coachella.jpg,"Prince was an American singer, songwriter, producer and multi-instrumentalist known for a distinctive fusion of funk, rock, pop, R&B and electronic music."
058,Black Sabbath,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/4/42/Sabs.jpg,"Black Sabbath are a British rock band whose heavy riffs, dark themes and powerful sound were foundational to the development of heavy metal."
059,Guns N' Roses,United States,https://upload.wikimedia.org/wikipedia/commons/a/a3/Guns_n%27_Roses_1988.jpg,"Guns N' Roses are an American hard rock band known for blues-influenced guitar work, powerful vocals and a raw sound that became hugely successful in the late 1980s and early 1990s."
060,B.B. King,United States,https://upload.wikimedia.org/wikipedia/commons/2/20/B.B._King_2009.jpg,"B.B. King was an American blues guitarist and singer known for his expressive vibrato, lyrical guitar phrasing and enormous influence on blues and rock musicians."
061,Bob Dylan,United States,https://upload.wikimedia.org/wikipedia/commons/3/33/Bob_Dylan_-_Azkena_Rock_Festival_2010_2.jpg,"Bob Dylan is an American singer-songwriter whose poetic lyrics, folk roots and constant reinvention have had a profound influence on popular music and songwriting."
062,Santana,United States,https://upload.wikimedia.org/wikipedia/commons/4/4f/Santana_1971.jpg,"Santana are an American rock band led by guitarist Carlos Santana, known for blending Latin rhythms, blues, jazz and rock with a distinctive guitar sound."
063,Taylor Swift,United States,https://upload.wikimedia.org/wikipedia/commons/f/f2/Taylor_Swift_2_-_2019_by_Glenn_Francis.jpg,"Taylor Swift is an American singer-songwriter known for narrative songwriting and a career that has evolved across country, pop, folk and alternative styles."
064,Beyoncé,United States,https://upload.wikimedia.org/wikipedia/commons/7/7c/Beyonce_-_The_Formation_World_Tour.jpg,"Beyoncé is an American singer, songwriter and performer known for powerful vocals, ambitious visual projects and music spanning R&B, pop, dance and soul."
065,Radiohead,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/6/68/Radiohead_2008.jpg,"Radiohead are a British band known for adventurous alternative rock and experimental music that incorporates electronic textures, unusual structures and atmospheric production."
066,Pearl Jam,United States,https://upload.wikimedia.org/wikipedia/commons/4/4d/Pearl_Jam_2006.jpg,"Pearl Jam are an American rock band associated with the Seattle grunge movement, known for powerful live performances and emotionally direct songwriting."
067,Green Day,United States,https://upload.wikimedia.org/wikipedia/commons/6/6d/Green_Day_2013.jpg,"Green Day are an American punk rock band known for melodic, energetic songs that helped bring punk-influenced music into the mainstream."
068,Foo Fighters,United States,https://upload.wikimedia.org/wikipedia/commons/4/42/Foo_Fighters_-_Rock_am_Ring_2018.jpg,"Foo Fighters are an American rock band founded by Dave Grohl, known for melodic alternative rock, powerful guitars and an extensive live career."
069,Lauryn Hill,United States,https://upload.wikimedia.org/wikipedia/commons/5/5e/Lauryn_Hill_2014.jpg,"Lauryn Hill is an American singer, rapper and songwriter known for blending hip-hop, soul and R&B with introspective and socially aware lyricism."
070,Etta James,United States,https://upload.wikimedia.org/wikipedia/commons/c/c6/Etta_James_1990.jpg,"Etta James was an American singer known for a powerful, emotionally expressive voice and recordings that crossed blues, soul, R&B and jazz."
071,Herbie Hancock,United States,https://upload.wikimedia.org/wikipedia/commons/7/7d/Herbie_Hancock_2010.jpg,"Herbie Hancock is an American pianist and composer whose innovative career has ranged from acoustic jazz to funk, fusion and electronic experimentation."
072,The Cure,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/6/68/The_Cure_Live.jpg,"The Cure are a British band known for atmospheric post-punk, gothic rock and melodic alternative music led by the distinctive songwriting and voice of Robert Smith."
073,Dolly Parton,United States,https://upload.wikimedia.org/wikipedia/commons/a/a3/Young-Dolly-Parton.jpg,"Dolly Parton is an American singer-songwriter known for classic country songwriting, distinctive vocals and a long career spanning music, film and popular culture."
074,Tracy Chapman,United States,https://upload.wikimedia.org/wikipedia/commons/7/7d/Tracy_Chapman_2009.jpg,"Tracy Chapman is an American singer-songwriter known for socially conscious lyrics, acoustic arrangements and a distinctive folk-rock style."
075,Alanis Morissette,Canada,https://upload.wikimedia.org/wikipedia/commons/1/13/Alanis_Morissette_2014.jpg,Alanis Morissette is a Canadian-American singer-songwriter known for emotionally direct alternative rock and confessional songwriting.
076,ABBA,Sweden,https://upload.wikimedia.org/wikipedia/commons/2/2e/ABBA_-_TopPop_1974_5.png,"ABBA are a Swedish pop group known for polished songwriting, rich vocal harmonies and a catalogue of internationally successful pop and disco songs."
077,Elton John,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/80/Elton_John_2011_Shankbone_2.JPG,"Elton John is a British singer, pianist and songwriter known for melodic pop-rock, theatrical performances and a decades-long partnership with lyricist Bernie Taupin."
078,The Rolling Stones,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/1/10/The_Rolling_Stones_Summerfest_in_Milwaukee_-_2015.jpg,"The Rolling Stones are a British rock band whose blues-rooted sound, songwriting and live performances made them one of the longest-running and most influential groups in rock history."
079,Bruce Springsteen,United States,https://upload.wikimedia.org/wikipedia/commons/3/35/Bruce_Springsteen_-_Roskilde_Festival_2012.jpg,"Bruce Springsteen is an American singer-songwriter known for narrative rock songs about working life, community and personal struggle, often performed with the E Street Band."
080,The Doors,United States,https://upload.wikimedia.org/wikipedia/commons/6/69/The_Doors_1968.JPG,"The Doors were an American rock band known for psychedelic and blues-influenced music, distinctive keyboards and the charismatic vocals of Jim Morrison."
081,AC/DC,Australia,https://upload.wikimedia.org/wikipedia/commons/a/a8/ACDC_Montreal_2008.jpg,"AC/DC are an Australian rock band known for direct, riff-driven hard rock, powerful live performances and a highly recognizable guitar sound."
082,Iron Maiden,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/1/1f/Iron_Maiden_-_Palau_Sant_Jordi_Barcelona.jpg,"Iron Maiden are a British heavy metal band known for melodic twin-guitar work, epic songwriting and a major influence on the global metal scene."
083,Black Keys,United States,https://upload.wikimedia.org/wikipedia/commons/0/02/The_Black_Keys_Primavera2012.jpg,"The Black Keys are an American rock duo known for blues-inspired garage rock, gritty guitar tones and a stripped-down approach that later expanded into polished alternative rock."
084,Norah Jones,United States,https://upload.wikimedia.org/wikipedia/commons/4/45/Norah_Jones_Cannes_2007.jpg,"Norah Jones is an American singer, songwriter and pianist known for a warm, understated style blending jazz, pop, folk and country influences."
085,Frank Sinatra,United States,https://upload.wikimedia.org/wikipedia/commons/e/e3/Frank_Sinatra_%281957_studio_portrait_close-up%29.jpg,"Frank Sinatra was an American singer and actor known for sophisticated phrasing, classic interpretations of popular songs and a major role in 20th-century vocal pop."
086,Ray Charles,United States,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ray_Charles_classic_piano_pose.jpg,"Ray Charles was an American singer, pianist and songwriter whose fusion of gospel, blues, jazz and R&B helped shape the development of soul music."
087,Shakira,Colombia,https://upload.wikimedia.org/wikipedia/commons/b/b8/2023-11-16_Gala_de_los_Latin_Grammy%2C_46_%28cropped%2902.jpg,"Shakira is a Colombian singer-songwriter known for a distinctive voice and a global pop career blending Latin, rock, dance and Middle Eastern influences."
088,Buena Vista Social Club,Cuba,https://upload.wikimedia.org/wikipedia/commons/8/8f/Buena_Vista_Social_Club.jpg,Buena Vista Social Club is a celebrated Cuban music project that brought veteran Cuban musicians and traditional styles such as son and bolero to a global audience.
089,Maroon 5,United States,https://upload.wikimedia.org/wikipedia/commons/6/69/Maroon_5_2016.jpg,"Maroon 5 are an American pop-rock band known for melodic songwriting, funk and R&B influences and a long run of mainstream pop hits."
090,Coldplay,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/81/Coldplay_-_Global-Citizen-Festival_Hamburg_14.jpg,"Coldplay are a British band known for melodic alternative rock, atmospheric production and an evolving sound that increasingly incorporates pop and electronic elements."
091,Lana Del Rey,United States,https://upload.wikimedia.org/wikipedia/commons/8/8a/Lana_Del_Rey_2017.jpg,"Lana Del Rey is an American singer-songwriter known for cinematic pop, melancholic songwriting and imagery inspired by Americana and classic popular culture."
092,Florence + the Machine,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/88/Florence_and_the_Machine_%2822184176999%29.jpg,"Florence + the Machine are a British indie rock group led by Florence Welch, known for dramatic vocals, expansive arrangements and a blend of rock, soul and art pop."
